event_id,original_event_id,version,asset,status,date,state,completed_work,work_to_do,delays,delay_comment,delay_duration,location,team_id,locked
628,628,1,WT3447,In Process,2023-06-09 17:12,Planned On Track,SVC kit prepped in Bay 1,8W svc,No Delay,No delays,0,Running in Pit,2,0
629,523,7,DT5184,In Process,2023-06-09 17:21,Planned On Track,"Component transfer, hoses c/o ",continue with shut,No Delay,No delay,0,Workshop Bay 12,2,0
630,574,4,DT5230,Complete,2023-06-09 18:26,Overrun,Dayshift complete job,Completed,No Delay,None,0,Apron Bay 10,2,0
631,631,1,DT5701,In Process,2023-06-10 04:14,Breakdown,AM/FM Radio | Nonone,"Replace the AM/FM Radio, when we can catch up with it. ",No Delay,None,0,Running in Pit,2,0
632,632,1,DT5176,Complete,2023-06-10 05:09,Breakdown,"High Steering Oil Temps | Lipson & Bianca - diagnosed the steering pump not making pressure, found the relief was set lower than the specs. Adjust relief and checked pump pressure. ",Completed.,Rework,"436429845 - FIRE SUPPRESSION LEAK, High steering temps, this has just come out or workshop for Rad, Eng & pump co ",12,Hill Crib,2,0
633,633,1,DT5151,Complete,2023-06-10 10:08,Breakdown,Passenger Door Window Smashed | Jazmin - Replaced the window.,Wait for window to set before handing back.,Accident Damage,Operator closed door to increase cabin pressure and accidently smashed window.,6,Hill Crib,2,0
634,634,1,DT5260,Complete,2023-06-10 03:39,Breakdown,"Large Oil Leak | Otto & Jaz - Found loose fuel filters, tighten filters and returned to work.",Completed,Rework,Loose filters from last service maybe?,3,Hill Crib,2,0
635,635,1,DT5233,Complete,2023-06-10 05:09,Breakdown,Tray Not Registering That It's Down | Jazmin - It was a comms issues,Continue diagnosing. ,No Delay,None,0,Hill Crib,2,0
636,536,9,DT5175,In Process,2023-06-10 03:49,Breakdown,"Engine Change Out | Brooklynn, John & Kingfred - Drained the radiator and disconnected the hosing and remove radiator from the truck. ","Continue on with removing the engine, - Remove the new injectors from 14 & 16, - Removed the new fuel pump.",Wait on Parts,"Engine Failure needs to be replaced, ordered yesterday afternoon. ",12,Apron Bay 11,2,0
637,628,2,WT3447,In Process,2023-06-10 04:53,Planned On Track,"Step 8 Service | Mabel, Dan, Melvin & Andrew - Completed the service.","Change out the seat, - QA ",No Delay,None,0,Workshop Bay 1,2,0
638,626,2,DT5153,In Process,2023-06-10 16:45,Planned On Track,Step 2 Service 22 HRS | Isaac & Crispine - Completed the service.," Move truck out of the bay for engine change out next door, - Strut calibrations, - Water pump change out. - Seat change out.",No Delay,None,0,Workshop Bay 10,2,0
639,627,2,DT5185,Complete,2023-06-10 04:18,Breakdown,High Steering Coolant & Steering Oil Temp | Joe - Went out to the truck and checked out the truck electrically and mechanically and could not fault it. Requested an operator to take it for a spin to get the oil to temp and it had been running all night without any issues.,Completed,Operator Error,No fault found and the truck has been running all night without any issues.,0,Hill Crib,2,0
640,640,1,DT5309,Complete,2023-06-10 05:10,Overrun,"Odd Step Service | Abdul, Lipson & Joe - Completed the odd step service, - A/C blower motor as failed, it is getting changed out at the end of the month with the upgraded motor during the 8000 HRs overhaul. - Replaced a hydraulic hose behind the tank was leaking out of the ferrule. ",Waiting to fit the clamp for the hose that had been changed. ,Wait on Parts,Multiple trips to warehouse to pick up parts that weren't ordered the first time.,2,Apron Bay 10,2,0
641,523,8,DT5184,In Process,2023-06-10 04:53,Planned On Track,"-Ordered missing parts and some are yet to be picked up -Replaced HMU hoses and installed clamps, only awaiting bottom clamp which is on order. -Installed fan hoses and case drain hose -Installed steer hoses -Replaced front service brake hoses -Replaced Rax pump hoses -Replaced t/C breather hose -Replaced brake cooling hoses -Replaced transmission hoses -Installed steer/fan suction pipe ",-Continue Swapping over parts into new engine and radiator -Install engine -Continue Plumbing up hoses -Pick up parts from warehouses ,No Delay,None ,0,Workshop Bay 12,2,0
642,546,7,WT3076,In Process,2023-06-10 09:45,Breakdown,set up for line boring,Finish line boring fit dog bone. Fit Pos 4 strut. Fit slack adjuster and bleed brakes.,Wait on Ext Services,waiting on line borer,12,Apron Bay 12,2,0
643,546,8,WT3076,In Process,2023-06-10 09:46,Breakdown,setup for line boring,Finish line boring fit dog bone. Fit Pos 4 strut. Fit slack adjuster and bleed brakes.,Wait on Ext Services,wait on contract line borer,3,Apron Bay 12,2,0
644,631,2,DT5701,In Process,2023-06-10 16:46,Breakdown,Catch Up.,Fit AM/FM radio new radio in K284,No Delay,None,0,Running in Pit,2,0
645,546,9,WT3076,In Process,2023-06-11 05:14,Breakdown,Installed bearings in the dog bone. - Cleaned bearing journals - Installed dog bone & Torqued bolts. - Installed Sus cylinder.,Plumb up grease lines - Install rear slack adjuster sitting on the bench - Torque sus cylinder cap bolts - recharge sus cylinder - bleed brakes.,No Delay,None,0,Apron Bay 12,2,0
646,646,1,DT5189,Complete,2023-06-10 14:13,Breakdown,Replace cab pressurizer motor.,None,No Delay,None,0,Hill Crib,2,0
647,647,1,DT5185,Complete,2023-06-10 14:14,Breakdown,Disconnected e-stat and opened.,None,No Delay,None,0,Hill Crib,2,0
648,648,1,DT5185,Complete,2023-06-10 15:41,Breakdown,Inspect cab pressure could not fault press reading 30pa.,None,Operator Error,No fault found with machine,1,Hill Crib,2,0
649,649,1,DT5174,Complete,2023-06-10 17:11,Breakdown,"Dave- Diagnosed failed front slack adjuster. Fitted slack adjuster, and bleed brakes. Re-checked pressures.",None,No Delay,None,0,Hill Crib,2,0
650,536,10,DT5175,Complete,2023-06-11 04:55,Breakdown,"Iggy, Kunda, Hal and Mitch- removed powertrain hoses, exhaust tubes, induction tubes, FSS and harnesses. Chudd changed a couple of hoses that were cracked. disconnected the driveshaft and removed the engine.",Start transferring components to the new engine - eta engine 7PM,Wait on Tooling,Waiting on crane that was being used on DT5184,3,Workshop Bay 11,2,0
651,651,1,WC20,Complete,2023-06-10 16:57,Breakdown,Troy- Freed up sticking door handle.,None,No Delay,None,0,Hill Crib,2,0
652,626,3,DT5153,Complete,2023-06-10 16:50,Planned On Track,"Completed the seat c/o, bell crank pin adjust, flushed transmission oil due to eng oil transferring into trans. check over and RTW",Completed,No Delay,No delay,0,Workshop Bay 10,2,0
653,523,9,DT5184,In Process,2023-06-10 16:53,Planned On Track,"Clarence, Jonathan, Sam- Finished transferring components to new radiator and engine. Installed new engine. Installed new radiator. ","Continue with plumping, the radiator and engine",No Delay,No delays,0,Workshop Bay 12,2,0
654,628,3,WT3447,In Process,2023-06-10 16:58,Overrun,"Freddy- Completed c/o the Cat seat to Isri seat. Westrac arrived and investigated coolant flow fault and they condemned engine ECM. Zero in WA, air freight one from  over east",Waiting for ECM,Wait on Parts,Waiting for engine ECM from Melbourne,12,Apron Bay 8,2,0
655,655,1,DT5188,In Process,2023-06-10 16:58,Planned On Track,"Nawa, Justin, Liberty and Alison- Completed Step 8 lube svc, turbo inspection, found the turbos dusted, leaks in the low-pressure induction hoses and started c/o the hoses.","Continue with c/o induction hoses, ladder shaft loose, cab door seals, bell crank pin need adjustment",Wait on Equipment Delivery,Mining refused to release DT4121 as a result we ended up requesting for DT5188 for svc,4,Apron Bay 9,2,0
656,656,1,DT5229,In Process,2023-06-10 17:06,Planned On Track,"Randy, Emmanuel, Pris and Julia- Completed step 4 svc, hose inspection, chassis inspection, c/o exhaust tube, Rax hoses, passenger seat and steering hump hose",Struts out of calibration- adjust strut,No Delay,No Delay,0,Workshop Bay 1,2,0
657,657,1,DT5185,Complete,2023-06-11 04:28,Breakdown,"436457304 | Top Headlights and Reverse Lights are U/S | Jazmin - No fault found with the lights, asked for the down time to be taken away,",Completed,Operator Error,No fault,2,Hill Crib,2,0
658,658,1,DT5176,Complete,2023-06-11 04:31,Breakdown,436457259 | Flat Pos6 | Otraco,Completed,Wait on Ext Services,Otraco repaired,3,Otraco,2,0
659,659,1,DT5204,Complete,2023-06-11 04:32,Breakdown,436457248 | Pos3 Low Pressure | Otarco,Completed ,Wait on Ext Services,Otraco Repaired,3,Otraco,2,0
660,660,1,DT5187,Complete,2023-06-11 04:38,Breakdown,436457253 | Both Windows Not Working | Both windows aren't working and there is a information tag on there. It will be fixed next service,Completed,Operator Error,"Windows are up and will be fixed next service, no need to down the truck.",2,Hill Crib,2,0
661,661,1,WT3080,Complete,2023-06-11 04:40,Breakdown,"Completed the service, during service changed out the grease pump as it was U/S. ",Completed,No Delay,None,0,Apron Bay 10,2,0
662,662,1,DT5150,Complete,2023-06-13 03:53,Breakdown,436457288 | LH Arm Rest Missing | Catch up when we can to investigate and raise notification for next service.,Catch up when we can to investigate and raise notification for next service.,No Delay,None,0,Running in Pit,2,0
663,656,2,DT5229,Complete,2023-06-11 04:45,Planned On Track,"Completed the service, adjusted the strut height and QA and returned to work",Completed,No Delay,None,0,Workshop Bay 1,2,0
664,664,1,DT5196,In Process,2023-06-11 04:45,Breakdown,436458294 | Trouble Selecting/Going In and out of Gear | Bianca & Joe - Continuing to diagnose the fault.,Continue diagnosing.,No Delay,None,0,Hill Crib,2,0
665,665,1,DT5175,In Process,2023-06-11 04:55,Breakdown,"Repaired platform (Boily Repairs), Picked up remaining parts for engine C/O, Changed out a few hoses.","Cont Hose C/O , Look at what extra hoses may be needed , Look at backlogs and chase up parts for engine before arriving .",Wait on Ext Services,Warehouse transport to workshop awaiting low loader for engine.,12,Workshop Bay 11,2,0
666,666,1,DT5233,Complete,2023-06-11 04:58,Breakdown,436458593 | Sunvisor has Fallen Down | Jazmin - Secured the blind with a few bolts.,Completed,No Delay,None,0,Hill Crib,2,0
667,667,1,DT4150,In Process,2023-06-11 04:55,Planned On Track,"DT4121, Lube Svc done, Fuel Hyd Steer Eng Air Cab Filters All C/O Drained all Oils,Topped up Eng Trans Both Hubs Running Checks",Complete Svc as per Service Sheet Double Check oils on Start up Electrical and Boily inspection to be completed.,No Delay,None,0,Workshop Bay 1,2,0
668,668,1,DT5704,Complete,2023-06-11 04:58,Breakdown,436458698 | L2 Low Steering Oil Faults | Abdul - Changed out a steering hose that connect the two tube together. ,Completed,No Delay,None,0,Hill Crib,2,0
669,669,1,DT5229,Complete,2023-06-11 05:03,Breakdown,436459388 | Intermittent L2 drain fuel water separator | Lipson - diagnosed the sensor for the water separator to be faulty. Changed out the sensor and returned to work.,Completed,No Delay,None,0,Hill Crib,2,0
670,631,3,DT5701,Complete,2023-06-11 05:11,Breakdown,Radio not faulty notie in for repairs,Completed,No Delay,None,0,Running in Pit,2,0
671,655,2,DT5188,In Process,2023-06-11 05:19,Planned On Track,Service | Chrispine & Isaac - induction hoses & induction test done - Bell crank pin - Repositioned the ladder shaft - repaired the engine bay ladder - changed the steel pipe at the rear axle at the slack adjuster - operator door sealed - done lower chassis inspection - change hydraulic hose from the transmission fitter to torque convertor - All oil filled.,Measure the struts - do the final checks and inspections - Do top chassis inspection.,No Delay,None,0,Apron Bay 9,2,0
672,672,1,DT5232,Complete,2023-06-11 15:36,Breakdown,Fan cooling motor leaking. Cleaned and sent. Also rear tyre issue. ,None,Wait on Ext Services,Otraco sorting tyre issue first.,5,Otraco,2,0
673,673,1,DT5204,Complete,2023-06-11 15:34,Breakdown,Replaced both stater motors.,None,No Delay,none,0,Standby Line,2,0
674,674,1,DT5186,In Process,2023-06-11 16:58,Breakdown,SMU 64963 - Cactus tube leaking on new radiator. Started draining coolant. Parts ordered.,Repair,Warranty,BHP radiator.,6,Standby Line,2,0
675,675,1,DT5260,Complete,2023-06-11 15:50,Breakdown,"Troy- T/C oil coming out breather, machine brought forward for service.",None,No Delay,None,0,Hill Crib,2,0
676,676,1,DT5178,In Process,2023-06-11 16:48,Breakdown,"Troy- Repaired fuel leak, replaced oring on HCV for brake cooling pipe.",Remove brake cooling pipe from LH side of HCV due to hair line crack.,Labour not available,3 Trucks went down at once.,1,OB35 Park Up,2,0
677,677,1,DT5188,Complete,2023-06-11 15:10,Breakdown,Adjust passenger door striker,None,No Delay,None,0,Hill Crib,2,0
678,546,10,WT3076,In Process,2023-06-11 16:29,Breakdown,"Fitted slack adjuster and plumber hoses. Oiled and gassed struts, greased dog bone, and strut pin.",Otraco fitting and inflating tyres,No Delay,None,0,Otraco,2,0
679,665,2,DT5175,In Process,2023-06-11 16:22,Breakdown,"Kunda, Hals, Mitch- Completed hose plumping, removed t/c and fitted it on the new engine, spiral rap engine harness, transfer induction tubes.",Finish parts transfer and install engine and radiator,Wait on Parts,Waiting for engine to be delivered from the warehouse.,3,Workshop Bay 11,2,0
680,664,2,DT5196,Complete,2023-06-11 16:27,Breakdown,"Inspected trans screens and cleaned. Adjusted trans press solenoids as follow: 1- 2310kpa adj to 2427kpa 2- 2650kpa adj to 2758kpa 3- 2400kps adj to 2468kpa 4- 2254kpa adj to 2723kpa 5- 2792kpa adj to 2723kpa 6- 2882kpa adj to 2806kpa Main relief was low and adj from 370psi to 400psi (spec 390-420psi). TC press inlet press good at 29psi Trans lube press good at 20psi. Lock up clutch adjusted from 2558kpa to 2334kpa. During clutch fill calibration it was found that clutch 6 was failing, which is the reverse clutch. Replaced modulation valve ass and re-carried out fill calibration, successful.",None,No Delay,None,0,Hill Crib,2,0
681,681,1,DT5123,Complete,2023-06-11 16:34,Breakdown,Replaced mirror with item from DT5175,None,Accident Damage,Accident damage,2,Hill Crib,2,0
682,667,2,DT4150,Complete,2023-06-11 16:35,Planned On Track,"Finished off service, repaired oil leak from the steering oil filter, adjusted strut height.",completed,No Delay,no delays,0,Workshop Bay 1,2,0
683,655,3,DT5188,Complete,2023-06-11 16:38,Planned On Track,"Nawa- Tested a/c system and was working ok, adjusted both the front and rear struts.",Completed,No Delay,No delay,0,Apron Bay 9,2,0
684,684,1,WT3435,In Process,2023-06-11 17:05,Breakdown,None,"Low steering press, oil level. No forward or reverse gears also. Possible aux shaft failure.",Labour not available,"All breakdown fitter busy, end of shift, machine in AOZ near OHP5",1.5,OB35 AMA,2,0
685,685,1,DT5193,In Process,2023-06-11 16:38,Planned On Track,"Randy, Emmanuel, Julia and Ali- Completed step 6 svc and inspections. ","C/O out fuel tank, t/c harness",No Delay,No delay,0,Workshop Bay 9,2,0
686,686,1,DT5260,In Process,2023-06-11 16:44,Planned On Track,"Nawa, Justin- Machine has been washed",Carry out svc as per SW.,Labour not available,"Machine was down on oil leaks, had only 2 mechanics to start the svc",4,Workshop Bay 1,2,0
687,628,4,WT3447,In Process,2023-06-11 16:52,Overrun,Waiting for engine ECM- Westrac,Install ecm,Wait on Parts,Waiting for engine ECM,12,Apron Bay 12,2,0
688,523,10,DT5184,In Process,2023-06-11 17:00,Planned On Track,"Clarence, Jonathan, Same, Johan- Finished connecting wiring, exhaust pipes, coolant tubes,","Continue plumping the coolant lines, fill up oils and start up.",No Delay,No delay,0,Workshop Bay 12,2,0
689,689,1,DT5151,Complete,2023-06-12 04:11,Breakdown,436466325 | Passenger Door | Lipson - Repaired the passenger door handle as it was broken and falling apart. ,Completed,No Delay,None,0,Hill Crib,2,0
690,684,2,WT3435,In Process,2023-06-12 04:16,Breakdown,436463502 | Low steering oil pressure | Bianca - Diagnosed the pump drive shaft had snapped off at the yoke on the engine side. Removed the drive shaft.,Parts have been ordered and picked up in the back of LV4900. Will need to fit them.,No Delay,None,0,OB35 AMA,2,0
691,674,2,DT5186,In Process,2023-06-12 04:30,Breakdown,"435753432 | Coolant leak | Jeremy - Replaced leaking coolant tube & hoses, - Refitted coolant & ran up, - Checked & topped up oil levels.","Investigate engine speed sensor fault - active code (abnormal frequency, pulse width, or period)",No Parts Available (STR),Warehouse did not submit STR form until 11PM night time. Annnnd than it was too short. ,6,Apron Bay 12,2,0
692,546,11,WT3076,Complete,2023-06-12 04:23,Breakdown,Fitted tyres and sent it.,Completed,No Delay,None,0,Otraco,2,0
693,676,2,DT5178,Complete,2023-06-12 04:28,Breakdown,435753431 | HYD Oil Leak | Abdul - Removed the pipe and brought to the workshop and welded the crack. Fitted the pipe and filled up oils and checked over the machine.,Completed,Wait on Access,Waiting for AOZ access ,2,OB35 Park Up,2,0
694,694,1,DT5176,In Process,2023-06-12 04:31,Breakdown," Intermittent High Steering Oil Temps Faults - High steering fault is coming up again, truck is still running and have not had a look at it yet.",Catch up and call it in to investigate. ,No Delay,None,0,Running in Pit,2,0
695,695,1,DT5177,Complete,2023-06-12 04:57,Breakdown,"436467314 | A/C Fault | A/C blowing 30 degrees, Faulty switch.",Completed ,No Delay,None ,0,AOZ / Calpad,2,0
696,665,3,DT5175,In Process,2023-06-12 04:57,Breakdown,"Brooklynn, Kingfred & John | Moved engine to old engine to stand. Fitted new engine. Fitted radiator.",Continue plumbing engine and radiator - Fit new spider assy to drive shaft - Fit hoses on trolley.,No Delay,None,0,Workshop Bay 11,2,0
697,685,2,DT5193,In Process,2023-06-12 04:54,Planned On Track,Crispine & Isaac - Changed HMU steering hoses - Changed LHS wiper - Charged steering accumulators - Measured the strut heights.,Change fuel tank - A/C not working.,No Delay,None,0,Workshop Bay 9,2,0
698,686,2,DT5260,In Process,2023-06-12 04:56,Planned On Track,"Marco, Mabel, Dan & Melvin | Service Completed - Electrical Inspection - Chassis inspection - All backlogs completed",Waiting for bracket for mirror. Parts in the service bay.,No Delay,None,0,Workshop Bay 1,2,0
699,699,1,DT5233,In Process,2023-06-12 05:01,Breakdown,436467385 | Insp suspension/tray after incident | Lipson ,Inspecting truck for any accident damage.,Accident Damage,Operators are overloading the truck and loading on one side of the tray.,1,Hill Crib,2,0
700,700,1,DT5185,In Process,2023-06-12 05:04,Breakdown,436467385 | Diff oil leak | Abdul - Finding blown hose on the diff.,Order hose and fit hose.,No Delay,None,0,Hill Crib,2,0
701,701,1,DT5196,Complete,2023-06-12 08:47,Breakdown,Replaced leaking fuel filter,None,No Delay,None,0,Hill Crib,2,0
702,702,1,DT5188,Complete,2023-06-12 08:47,Breakdown,Inspect struts and tray mounts. all ok,None,Accident Damage,Machine overloaded to one side.,2,Hill Crib,2,0
703,674,3,DT5186,Complete,2023-06-12 10:01,Breakdown,"Inspect engine sensor fault, will not affect operation machine returned to work.",None,No Delay,None,0,Apron Bay 12,2,0
704,704,1,DT5230,Complete,2023-06-12 10:51,Breakdown,"Low Cab Press, replaced cab press blower, drivers door seal, and passengers window seal.",None,No Delay,None,0,Hill Crib,2,0
705,700,2,DT5185,Complete,2023-06-12 15:42,Breakdown,Sarah- STR Hose from FX10. Fitted hose and topped up hyd oil.,None,No Parts Available (STR),STR hose 359-5555 FX10-FX03,7,Hill Crib,2,0
706,699,2,DT5233,Complete,2023-06-12 10:13,Breakdown,"Dave- Inspected tray and suspension, cleared to return to work.",None,Accident Damage,Machine loaded to one side.,3.5,Hill Crib,2,0
707,707,1,DT5188,Complete,2023-06-12 15:42,Breakdown,"L3 LH rear high brake temp, replaced temp sensor.",None,No Delay,None,0,Rabbits,2,0
708,708,1,DT5260,In Process,2023-06-13 03:47,Breakdown,"Dave- L3 Diff filter plugged, replaced filter.","Change out diff and final drive oil, re-shim diff thrust adjustment.",Labour not available,2 other breakdowns in pit at same time.,1,Hill Crib,2,0
709,685,3,DT5193,Complete,2023-06-12 16:37,Planned On Track,"Emmanual, Johan- A/C (change out relay), Cab psi (fan motor c/o, door seal c/o), brake psi fault- sensor c/o, trans temp sensor fault (sensor)",Completed,Wait on Parts,Waiting for break temp sensor from the warehouse.,1,Workshop Bay 9,2,0
710,686,3,DT5260,Complete,2023-06-12 16:39,Planned On Track,"Randy, Julia- Installed the offside mirror bracket.",Completed,No Delay,No delay,0,Workshop Bay 1,2,0
711,523,11,DT5184,In Process,2023-06-12 16:44,Planned On Track,"Clarence, Jonathan, Sam- Completed connecting the t/c, completed connecting the induction and coolant. Fill up fluids and prime fuel syste.",Start-up machine and carry out commissions.,No Delay,No delay,0,Workshop Bay 12,2,0
712,712,1,ST2020,In Process,2023-06-12 16:47,Planned On Track,"Nawa, Justin- completed lube svc and inspections","Air con svc, Module handrails, electrical inspection",No Delay,No Delay,0,Workshop Bay 9,2,0
713,713,1,DT5176,In Process,2023-06-12 16:49,Breakdown,"Catch Up- Low Cab Pressure, section of door seal missing.",Door seal in squirrel store.,No Delay,None,0,Running in Pit,2,0
714,665,4,DT5175,In Process,2023-06-12 16:53,Breakdown,"Iggy, Hal, Kunda, Mitch- Connected all hydraulic and t/c hoses, connected the induction system, connected the coolant system, fire suppression system","Exhaust tubes, bonnets, fill up fluids and start up.",No Delay,No delay,0,Workshop Bay 11,2,0
715,715,1,DT5189,In Process,2023-06-12 16:53,Breakdown,Sarah- Horn stuck on.,.,No Delay,None,0,Hill Crib,2,0
716,684,3,WT3435,In Process,2023-06-12 17:00,Breakdown,Attempted to remove yoke. Un able to remove.,"Drain tank, source buddy hoses and truck. Raise tank. Remove yoke will require heat to remove.",Wait on Tooling,Sourcing tooling no pulling gear to remove yoke.,4,OB35 AMA,2,0
717,717,1,WT3435,Complete,2023-06-13 03:48,Breakdown,Delay,.,Wait on Access,Wait on escort into AOZ,2,OB35 AMA,2,0
718,694,2,DT5176,Complete,2023-06-13 03:58,Breakdown,"Bianca - Adjusted the steering pump to spec, inspected all the oil levels.",Completed,No Delay,None,0,Hill Crib,2,0
719,713,2,DT5176,Complete,2023-06-13 04:00,Breakdown,Lipson - Replaced the door seal and checked the cabin pressure and returned to work.,Completed,No Delay,None,0,Hill Crib,2,0
720,715,2,DT5189,Complete,2023-06-13 04:04,Breakdown,Jazmin - Replaced the brush kit for the horn.,Completed,No Delay,None,0,Hill Crib,2,0
721,708,2,DT5230,In Process,2023-06-13 05:53,Breakdown,"Abdul - brought in the workshop removed the mag plug and found tiny little bearings rolling around having a great time, along with metal shards. Backed the truck back in the apron 13.",Will need to organize parts and a crane. Start removing the transmission and the axles for a diff change out.,Early Component Failure,Diff spindle bearings have collapsed.,12,Apron Bay 12,2,0
722,684,4,WT3435,In Process,2023-06-13 16:15,Breakdown,"Bianca - Spoke with the AOZ area supervisor, truck has been emptied. ",Still looking at options for the watercart. Have a dozer drag the watercart backwards to access the front of the truck to tow it. Also looking at using the tow truck as the buddy truck to lift the tub once it is emptied.,Labour not available,No labour to sent to AOZ,12,OB35 AMA,2,0
723,665,5,DT5175,In Process,2023-06-13 05:04,Breakdown,"Engine Change Out | John & Kingfred - Fit rear cover (T/C) - Plumb up - Engine Prelube - Air induction & exhaust tubes. - Coolant lines & fire supp (Bottom) - Topped/Filled Engine oil, trans oil, steering oil, coolant - Started A/C Service","Fit Engine covers and plumb fire suppression, - Charge up fire suppression, - Air induction test, - Replace rear battery junction, - Replace steering pump hose, - Continue with hoses on trolly, - Start up engine commissioning ",No Delay,None,0,Workshop Bay 11,2,0
724,724,1,DT5151,In Process,2023-06-13 05:06,Planned On Track,"Service | Marco, Mabel, Crispine & Melvin - Service completed - Electrical inspection - Chassis Inspection - Hose Inspection - Seat Changed - Diff filter Housing Replaced.",Verify strut heights SW Pos 1 @ 290,No Delay,None,0,Apron Bay 10,2,0
725,712,2,ST2020,In Process,2023-06-13 05:16,Planned On Track,"Repaired handrails/Cat walks, - A/C reschedule (Need more parts) - Trans isolator reschedule (No work instruction and missing parts)",Check A/C when running - Final checks and QA,No Delay,None,0,Workshop Bay 9,2,0
726,523,12,DT5184,In Process,2023-06-13 05:17,Planned On Track,-Carried out air induction test -Put new air filters -Transfered radiator coolant level sensor from old to new radiator  -Installed emergency ladder and radiator hand rails -Connected engine bay fire suppression hoses -Connected cab heater hoses -Ran machine and checked for leaks -Installed diff lube cooler hoses -Installed clamps on RAX  hose,-Install the upgrade aux drive shaft covers -Take machine for test run and adjust fluids -Drain water from radiator and fill coolant -Remove leaking tranny sos hose and make a new one -Carry out strut calibration - Ground level fire suppression not connected -Modify rear ladder and install,No Delay,None,0,Workshop Bay 12,2,0
727,727,1,DT5702,In Process,2023-06-13 05:54,Breakdown,436474358 | Low FSS alarm inside cab and gauges are in red.,Have attended,No Delay,None,0,Hill Crib,2,0
728,728,1,DT5268,In Process,2023-06-13 05:20,Breakdown,Low system voltage ,Have no attended.,Wait on Access,Only one site aware vehicle ,2,AOZ / Calpad,2,0
729,729,1,DT5195,Complete,2023-06-13 08:50,Breakdown,"Halestin- Window wont go up, disconnected reg and sent. Noti raised to replace regulator",None,No Delay,None,0,Hill Crib,2,0
730,708,3,DT5230,In Process,2023-06-13 17:06,Breakdown,Removed diff.,"Split diff, fit diff to trans and install trans and fit. Plumb up. Install axels. Trans cal.",No Delay,None,0,Apron Bay 12,2,0
731,731,1,DT5704,Complete,2023-06-13 13:34,Breakdown,Replaced rear slack adjuster,None,No Delay,None,0,Hill Crib,2,0
732,728,2,DT5268,Complete,2023-06-13 15:52,Breakdown,"Replaced alternator, belt, tensioner and pully.",None,Wait on Access,Wait on escorts.,3,AOZ / Calpad,2,0
733,628,5,WT3447,Complete,2023-06-13 14:51,Overrun,Replaced engine ecm. ,None,No Parts Available (Source from Vendor),"Parts not available, urgent freight from Melb.",7,Apron Bay 12,2,0
734,727,2,DT5702,Complete,2023-06-13 15:31,Breakdown,"Replaced 3x bottles heads, and topped up FSS",None,Capability,Required Chubb to carry out repairs.,2,Hill Crib,2,0
735,724,2,DT5151,Complete,2023-06-13 15:24,Overrun,During Handback inspection it was found that the AFFF was low. Chub inspected and found it was leaking from the Pyro lines ,"Chub repaired all lines, charged system, checked for leaks and machine handed back",Labour not available,Chub needed to do work ,4,Apron Bay 10,2,0
736,736,1,DT5164,In Process,2023-06-13 16:40,Planned On Track,Step 4 and Back logs 26hrs- Washed and running checks carried out. ,Service and Back logs,No Delay,Nil,0,Workshop Bay 1,2,0
737,737,1,DT5123,Complete,2023-06-13 15:03,Breakdown,Replaced rear slack adjuster,None,No Delay,None,0,Hill Crib,2,0
738,738,1,TA8508,In Process,2023-06-13 17:10,Breakdown,TA8502- Low Coolant Level.,Repair,Labour not available,No pit permits to access.,6,Hill Crib,2,0
739,739,1,DT5260,In Process,2023-06-13 17:09,Breakdown,Dave- A/c blowing warm air. Shreaded belt.,STR Belt 336-2178.,No Parts Available (STR),SAP indicated belts were in warehouse. But there weren't. ,3,Hill Crib,2,0
740,740,1,DT5176,Complete,2023-06-13 16:41,Breakdown,"Dave- Hi steering oil temps, anable to fault, checked pressures, Fan, Steer, Accum. Test e-stat valve, sounded like it was jamming up, so disconnected and opened manually.",None,No Delay,None,0,Hill Crib,2,0
741,741,1,DT5703,Complete,2023-06-13 16:10,Breakdown,Troy- Replaced park brake hose.,None,No Delay,None,0,Hill Crib,2,0
742,742,1,DT5197,In Process,2023-06-13 15:34,Breakdown,Body position sensor cal required.,Cal sensor.,Labour not available,No labour or pit permits to carry out repairs.,4,OB35 Park Up,2,0
743,743,1,ST2006,In Process,2023-06-13 16:17,Breakdown,Bulk grease pump isn't working at rabbits.,Repair,Labour not available,Labour not available.,2.5,Rabbits,2,0
744,744,1,WT3435,Complete,2023-06-14 04:51,Breakdown,Delay,.,Wait on Tooling,"Search for buddy hoses, unable to find. Source hoses from Eastern Ridge.",7,OB35 AMA,2,0
745,712,3,ST2020,Complete,2023-06-13 16:36,Planned On Track,"Finalized AC, run up and tested, Sent back to work. ",run up ,Higher Priority Work,2x electricians left due to Unplanned leave. 1 sparky across planned and BD,9,Workshop Bay 9,2,0
746,665,6,DT5175,In Process,2023-06-13 16:40,Breakdown,"Continued on with Eng fitment, found Ground stop E stop was fualty and replaced. Started machine (no more then a minute), continued on fitment of the Eng covers ","Finalize Eng Covers, connect up AFFF line on Eng covers, charge up AFFF, Start, commission Eng and send back to work.  ",Higher Priority Work,Overhead crane not available. ,4,Workshop Bay 11,2,0
747,523,13,DT5184,In Process,2023-06-13 17:03,Planned On Track,"Installed the Upgraded AUX drive covers. Took machine for a run, Finalized AFFF. ","Continue on with Eng commission, modify rear Ladder (no Boily on DS so Tamara needs to do it). Calibrate all struts. We also need to have a red hot crack at prepping the old components for RTW and setting the bay up for the next shut ",No Delay,nil,0,Workshop Bay 12,2,0
